Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item
aquarius-ring-silver,Aquarius Silver Ring,"<meta charset=""utf-8""><span>Aquarius ring in plated silver<br><strong>Sizes 9, 10</strong></span>",MONA ASSEMI,Rings,"",true,Title,Default Title,,,,,"",0.0,,0,deny,manual,288.00,,true,true,"",https://cdn.shopify.com/s/files/1/0755/2497/products/635a26cd-e550-476e-aac0-f48e8e102114.png?v=1588451861,1,Aquarius ring in plated silver,false,,,,,,,,,,,,,,,,,lb,,
aquarius-gunmetal,Aquarius Gunmetal Ring,"<meta charset=""utf-8""><span>Aquarius ring in gunmetal <br><strong>﻿Sizes 9, 10</strong><br></span>",MONA ASSEMI,Rings,"",true,Title,Default Title,,,,,"",0.0,,0,deny,manual,0.00,,true,true,"",https://cdn.shopify.com/s/files/1/0755/2497/products/AquariusGunMetal.png?v=1588451534,1,Aquarius Ring in gunmetal,false,,,,,,,,,,,,,,,,,lb,,
aquarius-ring-gold-swarovski-crystal,Aquarius Gold + Swarovski Crystal Ring,"<meta charset=""utf-8""><span>Aquarius ring in gold plated and swarovski crystal</span>",MONA ASSEMI,Rings,"",true,Title,Default Title,,,,,"",0.0,,0,deny,manual,288.00,,true,true,"",https://cdn.shopify.com/s/files/1/0755/2497/products/AquariusGold.png?v=1588451569,1,Aquarius ring in gold plated and swarovski crystal,false,,,,,,,,,,,,,,,,,lb,,
gold-plated-swarovski-crystal-candy-apple-red,"Gold Plated, Swarovski Crystal (Candy Apple Red)","<meta charset=""utf-8""><span>14 kt gold plated rings with Swarovski in candy apple red<br><strong>Sizes 6, 6 1/2</strong></span>",MONA ASSEMI,Rings,"",true,Title,Default Title,,,,,"",0.0,,0,deny,manual,188.00,,true,true,"",https://cdn.shopify.com/s/files/1/0755/2497/products/AppleCrystal.png?v=1588451589,1,14 kt gold plated rings with Swarovski in candy apple red,false,,,,,,,,,,,,,,,,,lb,,
leo-gunmetal-ring,Leo Gunmetal Ring,"<meta charset=""utf-8""><span>leo ring in gunmetal <br><strong>size 9,size10</strong></span>",MONA ASSEMI,Rings,"",true,Title,Default Title,,,,,"",0.0,,0,deny,manual,288.00,,true,true,"",https://cdn.shopify.com/s/files/1/0755/2497/products/e2bd22fe-d0b1-4a91-b8e4-d6f075e93ec6.png?v=1588448567,1,"leo ring in gunmetal size 9,size10",false,,,,,,,,,,,,,,,,,lb,,
libra-zodiac-ring-gold-swarovski-crystal,Libra Gold + Swarovski Crystal Ring,Libra ring in gold plated and swarovski crystal,MONA ASSEMI ,Rings,"",true,Title,Default Title,,,,,"",0.0,,0,deny,manual,288.00,,true,true,"",https://cdn.shopify.com/s/files/1/0755/2497/products/Libra-Gold.png?v=1588447818,1,,false,,,,,,,,,,,,,,,,,lb,,
aquarius-ring-swarovski-crystal,Aquarius Ring (Swarovski Crystal),"Aquarius Ring, gold plated with Swarovski Crystal",MONA ASSEMI,Rings,"",true,Title,Default Title,,,,,"",0.0,,1,deny,manual,288.00,,true,true,"",https://cdn.shopify.com/s/files/1/0755/2497/products/AquariusRing.jpg?v=1588447276,1,,false,,,,,,,,,,,,,,,,,lb,,
14kt-multicolor-ring-set,14kt Multicolor Ring Set,"<p>14kt gold, gunmetal, and silver ring set.</p>
<p><strong>﻿Size 7</strong></p>",MONA ASSEMI,Rings,"",true,Title,Default Title,,,,,"",0.0,,1,deny,manual,225.00,,true,true,"",https://cdn.shopify.com/s/files/1/0755/2497/products/14ktGunmetalGoldRing.jpg?v=1588447207,1,,false,,,,,,,,,,,,,,,,,lb,,
14kt-gold-engagement-band,14kt Gold Engagement Band,"<meta charset=""utf-8""><span>14 kt gold band picky ring ,engagement replacement</span>",MONA ASSEMI,Rings,"",true,Title,Default Title,,,,,"",0.0,,1,deny,manual,150.00,,true,true,"",https://cdn.shopify.com/s/files/1/0755/2497/products/14ktGoldBand.jpg?v=1588447117,1,,false,,,,,,,,,,,,,,,,,lb,,
sample-necklace,Sample Necklace,This is a sample necklace for Instagram shop.,MONA ASSEMI,Necklace,"",false,Title,Default Title,,,,,"",0.0,shopify,1,deny,manual,588.00,,true,true,"",https://cdn.shopify.com/s/files/1/0755/2497/products/ScreenShot2020-04-07at9.08.53AM.png?v=1586265000,1,,false,,,,,,,,,,,,,,,,,lb,,
wave-bangles-in-14-kt-plated-gold,Wave bangles in 14 kt plated gold,"<meta charset=""utf-8""><span>Wave bangles in 14 kt plated gold</span>",MONA ASSEMI ,"",bangles,true,Title,Default Title,,,,,"",0.0,,1,deny,manual,488.00,,true,true,"",https://cdn.shopify.com/s/files/1/0755/2497/products/WAVES.jpg?v=1450308680,1,,false,,,,,,,,,,,,,,,,,lb,,
gunmetal-plated-ear-cuff,Gunmetal plated ear cuff,"<meta charset=""utf-8""><span>Gunmetal plated ear cuff</span>",MONA ASSEMI ,"",earings,true,Title,Default Title,,,,,"",0.0,,1,deny,manual,366.00,,true,true,"",https://cdn.shopify.com/s/files/1/0755/2497/products/Photo_Dec_14_2_00_51_AM.jpg?v=1450215719,1,,false,,,,,,,,,,,,,,,,,lb,,
14-kt-plated-gold-earrings-with-light-green-swarovski-crystal-detail,14 kt plated gold earrings with light green Swarovski crystal detail,"<meta charset=""utf-8""><span>14 kt plated gold earrings with light green Swarovski crystal detail </span>",MONA ASSEMI ,"",earings,true,Title,Default Title,,,,,"",0.0,,1,deny,manual,475.00,,true,true,"",https://cdn.shopify.com/s/files/1/0755/2497/products/Photo_Dec_14_1_57_57_AM.jpg?v=1450215673,1,,false,,,,,,,,,,,,,,,,,lb,,
rose-gold-plated-drop-earrings-1,Rose gold plated drop earrings,"<meta charset=""utf-8""><span>Rose gold plated drop earrings</span>",MONA ASSEMI ,"",earings,true,Title,Default Title,,,,,"",0.0,,1,deny,manual,388.00,,true,true,"",https://cdn.shopify.com/s/files/1/0755/2497/products/Photo_Dec_14_1_57_47_AM.jpg?v=1450215614,1,,false,,,,,,,,,,,,,,,,,lb,,
14-kt-gold-plated-fringe-earrings-with-blue-jay-swarovski-crystal,14 kt gold plated fringe earrings with blue jay Swarovski crystal,"<meta charset=""utf-8""><span>14 kt gold plated fringe earrings with blue jay Swarovski crystal </span>",MONA ASSEMI ,"",earings,true,Title,Default Title,,,,,"",0.0,,1,deny,manual,440.00,,true,true,"",https://cdn.shopify.com/s/files/1/0755/2497/products/Photo_Dec_14_1_57_24_AM.jpg?v=1450215583,1,,false,,,,,,,,,,,,,,,,,lb,,
14-kt-gold-plated-gold-fringe-earrings-with-violet-teardrop-swarovski-crystal-detail,14 kt gold plated gold fringe earrings with violet teardrop Swarovski crystal detail,"<meta charset=""utf-8""><span>14 kt gold plated gold fringe earrings with violet teardrop Swarovski crystal detail </span>",MONA ASSEMI ,"",earings,true,Title,Default Title,,,,,"",0.0,,1,deny,manual,488.00,,true,true,"",https://cdn.shopify.com/s/files/1/0755/2497/products/Photo_Dec_14_1_57_17_AM.jpg?v=1450215555,1,,false,,,,,,,,,,,,,,,,,lb,,
14-kt-gold-plated-cage-earrings-with-black-matte-swarovski-crystal-detail,14 kt gold plated cage earrings with black matte Swarovski crystal detail,"<meta charset=""utf-8""><span>14 kt gold plated cage earrings with black matte Swarovski crystal detail</span>",MONA ASSEMI ,"",earings,true,Title,Default Title,,,,,"",0.0,,1,deny,manual,488.00,,true,true,"",https://cdn.shopify.com/s/files/1/0755/2497/products/Photo_Dec_14_1_57_04_AM.jpg?v=1450215491,1,,false,,,,,,,,,,,,,,,,,lb,,
14-kt-gold-plated-statement-earrings-with-clear-swarovski-crystal,14 kt gold plated statement earrings with clear Swarovski crystal,"<meta charset=""utf-8""><span>14 kt gold plated statement earrings with clear Swarovski crystal </span>",MONA ASSEMI ,"",earings,true,Title,Default Title,,,,,"",0.0,,1,deny,manual,388.00,,true,true,"",https://cdn.shopify.com/s/files/1/0755/2497/products/Photo_Dec_14_1_56_44_AM.jpg?v=1450215416,1,,false,,,,,,,,,,,,,,,,,lb,,
14-kt-plated-bunny-ear-earrings-with-clear-swarovski-crystal,14 kt plated bunny ear earrings with clear Swarovski crystal,"<meta charset=""utf-8""><span>14 kt plated bunny ear earrings with clear Swarovski crystal </span>",MONA ASSEMI ,"",earings,true,Title,Default Title,,,,,"",0.0,,1,deny,manual,298.00,,true,true,"",https://cdn.shopify.com/s/files/1/0755/2497/products/Photo_Dec_14_1_56_29_AM.jpg?v=1450215387,1,,false,,,,,,,,,,,,,,,,,lb,,
14-kt-gold-plated-earrings-with-apricot-colored-swarovski,14 kt gold plated earrings with apricot colored Swarovski,"<meta charset=""utf-8""><span> 14 kt gold plated earrings with apricot colored Swarovski</span>",MONA ASSEMI ,"",earings,true,Title,Default Title,,,,,"",0.0,,1,deny,manual,420.00,,true,true,"",https://cdn.shopify.com/s/files/1/0755/2497/products/Photo_Dec_14_1_55_31_AM.jpg?v=1450215352,1,,false,,,,,,,,,,,,,,,,,lb,,
14-kt-gold-plated-statement-structure-earrings-with-clear-swarovski-crystal,14 kt gold plated statement structure earrings with clear Swarovski crystal,"<meta charset=""utf-8""><span> 14 kt gold plated statement structure earrings with clear Swarovski crystal </span>",MONA ASSEMI ,"",earings,true,Title,Default Title,,,,,"",0.0,,1,deny,manual,475.00,,true,true,"",https://cdn.shopify.com/s/files/1/0755/2497/products/Photo_Dec_14_1_55_25_AM.jpg?v=1450215314,1,,false,,,,,,,,,,,,,,,,,lb,,
silver-plated-drop-repetition-earrings,Silver plated drop repetition earrings,"<meta charset=""utf-8""><span>Silver plated drop repetition earrings </span>",MONA ASSEMI ,"",earings,true,Title,Default Title,,,,,"",0.0,,0,deny,manual,488.00,,true,true,"",https://cdn.shopify.com/s/files/1/0755/2497/products/Photo_Dec_14_1_54_55_AM.jpg?v=1450215208,1,,false,,,,,,,,,,,,,,,,,lb,,
14-kt-gold-plated-statement-earrings-with-light-green-swarovski-crystal,14 kt gold plated statement earrings with light green Swarovski crystal,"<meta charset=""utf-8""><span>14 kt gold plated statement earrings with light green Swarovski crystal </span>",MONA ASSEMI ,"",earings,true,Title,Default Title,,,,,"",0.0,,1,deny,manual,440.00,,true,true,"",https://cdn.shopify.com/s/files/1/0755/2497/products/Photo_Dec_14_1_54_49_AM.jpg?v=1450215123,1,,false,,,,,,,,,,,,,,,,,lb,,
rose-gold-plated-drop-earrings,Rose gold plated drop earrings,"<meta charset=""utf-8""><span> Rose gold plated drop earrings </span>",MONA ASSEMI ,"",earings,true,Title,Default Title,,,,,"",0.0,,1,deny,manual,398.00,,true,true,"",https://cdn.shopify.com/s/files/1/0755/2497/products/Photo_Dec_14_1_54_31_AM.jpg?v=1450215093,1,,false,,,,,,,,,,,,,,,,,lb,,
14-kt-plated-gold-hollow-rectangle-earrings,14 kt plated gold hollow rectangle earrings,"<meta charset=""utf-8""><span>14 kt plated gold hollow rectangle earrings </span>",MONA ASSEMI ,"",earings,true,Title,Default Title,,,,,"",0.0,,1,deny,manual,410.00,,true,true,"",https://cdn.shopify.com/s/files/1/0755/2497/products/Photo_Dec_14_1_54_22_AM.jpg?v=1450215034,1,,false,,,,,,,,,,,,,,,,,lb,,
14-kt-plated-gold-statement-necklace-with-white-matte-swarovski-crystal,14 kt plated gold statement necklace with white matte swarovski crystal,"<meta charset=""utf-8""><span>14 kt plated gold statement necklace with white matte swarovski crystal </span>",MONA ASSEMI ,"",necklace,true,Title,Default Title,,,,,"",0.0,,1,deny,manual,588.00,,true,true,"",https://cdn.shopify.com/s/files/1/0755/2497/products/Photo_Dec_14_1_53_55_AM.jpg?v=1450214995,1,,false,,,,,,,,,,,,,,,,,lb,,
14-kt-plated-necklace-with-pointed-triangle-detail,14 kt plated necklace with pointed triangle detail,"<meta charset=""utf-8""><span>14 kt plated necklace with pointed triangle detail </span>",MONA ASSEMI ,"",necklace,true,Title,Default Title,,,,,"",0.0,,1,deny,manual,625.00,,true,true,"",https://cdn.shopify.com/s/files/1/0755/2497/products/Photo_Dec_14_1_53_21_AM.jpg?v=1450214949,1,,false,,,,,,,,,,,,,,,,,lb,,
minimalistic-rose-gold-plated-collar,Minimalistic rose gold plated collar,"<meta charset=""utf-8""><span>Minimalistic rose gold plated collar</span>",MONA ASSEMI ,"",necklace,true,Title,Default Title,,,,,"",0.0,,1,deny,manual,410.00,,true,true,"",https://cdn.shopify.com/s/files/1/0755/2497/products/Photo_Dec_14_1_48_36_AM.jpg?v=1450214883,1,,false,,,,,,,,,,,,,,,,,lb,,
colorful-necklace-in-14-kt-plated-gold-with-an-array-of-different-swarovski-crystals-in-different-shapes-inside-concave-spheres,Colorful necklace in 14 kt plated gold with an array of different Swarovski crystals in different shapes inside concave spheres,"<meta charset=""utf-8""><span>Colorful necklace in 14 kt plated gold with an array of different Swarovski crystals in different shapes inside concave spheres</span>",MONA ASSEMI ,"",necklace,true,Title,Default Title,,,,,"",0.0,,1,deny,manual,625.00,,true,true,"",https://cdn.shopify.com/s/files/1/0755/2497/products/Photo_Dec_14_1_41_06_AM.jpg?v=1450214840,1,,false,,,,,,,,,,,,,,,,,lb,,
14-kt-plated-gold-swirl-earrings-with-pink-swarovski-crystal-detail,14 kt plated gold swirl earrings with pink swarovski crystal detail,"<meta charset=""utf-8""><span>14 kt plated gold swirl earrings with pink swarovski crystal detail</span>",MONA ASSEMI ,"",earings,true,Title,Default Title,,,,,"",0.0,,1,deny,manual,398.00,,true,true,"",https://cdn.shopify.com/s/files/1/0755/2497/products/Photo_Dec_14_2_02_25_AM.jpg?v=1450134662,1,,false,,,,,,,,,,,,,,,,,lb,,
silver-earring-swirls-with-clear-swarovski-crystal-detail,Silver  earring swirls with clear swarovski crystal detail,"<meta charset=""utf-8""><span>Silver  earring swirls with clear swarovski crystal detail</span>",MONA ASSEMI ,"",earings,true,Title,Default Title,,,,,"",0.0,,0,deny,manual,398.00,,true,true,"",https://cdn.shopify.com/s/files/1/0755/2497/products/Photo_Dec_14_2_02_21_AM.jpg?v=1450134569,1,,false,,,,,,,,,,,,,,,,,lb,,
14-kt-plated-gold-earrings-with-clear-swarovski-crystal-detail,14 kt plated gold earrings with clear swarovski crystal detail,"<meta charset=""utf-8""><span>14 kt plated gold earrings with clear swarovski crystal detail</span>",MONA ASSEMI ,"",earings,true,Title,Default Title,,,,,"",0.0,,1,deny,manual,398.00,,true,true,"",https://cdn.shopify.com/s/files/1/0755/2497/products/Photo_Dec_14_2_02_10_AM.jpg?v=1450134527,1,,false,,,,,,,,,,,,,,,,,lb,,
gunmetal-necklace-with-squares,Gunmetal necklace with squares,"<meta charset=""utf-8""><span>Gunmetal necklace with squares</span>",MONA ASSEMI ,"",necklace,true,Title,Default Title,,,,,"",0.0,,1,deny,manual,598.00,,true,true,"",https://cdn.shopify.com/s/files/1/0755/2497/products/Photo_Dec_14_2_01_57_AM.jpg?v=1450134480,1,,false,,,,,,,,,,,,,,,,,lb,,
14-kt-plated-gold-necklace-with-an-array-of-different-color-swarovski-crystals-and-shapes-1,14 kt plated gold necklace with an array of different color swarovski crystals and shapes,"<meta charset=""utf-8""><span>14 kt plated gold necklace with an array of different color swarovski crystals and shapes</span>",MONA ASSEMI ,"",necklace,true,Title,Default Title,,,,,"",0.0,,1,deny,manual,650.00,,true,true,"",https://cdn.shopify.com/s/files/1/0755/2497/products/Photo_Dec_14_2_01_37_AM.jpg?v=1450134430,1,,false,,,,,,,,,,,,,,,,,lb,,
silver-stackable-rings,Silver stackable rings,"<meta charset=""utf-8""><span>Silver stackable rings (set of 5)</span>",MONA ASSEMI ,"",rings,true,Title,Default Title,,,,,"",0.0,,1,deny,manual,330.00,,true,true,"",https://cdn.shopify.com/s/files/1/0755/2497/products/Photo_Dec_14_2_01_13_AM.jpg?v=1450134356,1,,false,,,,,,,,,,,,,,,,,lb,,
14-kt-plated-coiled-ring,14 kt plated coiled ring,"<meta charset=""utf-8""><span>14 kt plated coiled ring</span>",MONA ASSEMI ,"",rings,true,Title,Default Title,,,,,"",0.0,,1,deny,manual,388.00,,true,true,"",https://cdn.shopify.com/s/files/1/0755/2497/products/Photo_Dec_14_2_01_08_AM.jpg?v=1450134299,1,,false,,,,,,,,,,,,,,,,,lb,,
14-kt-plated-earrings-with-tear-drop-shaped-violeet-swarovski-crystal,14 kt plated earrings with tear drop shaped violet swarovski crystal,14 kt plated earrings with tear drop shaped violet swarovski crystal,MONA ASSEMI ,"",earings,true,Title,Default Title,,,,,"",0.0,,0,deny,manual,298.00,,true,true,"",https://cdn.shopify.com/s/files/1/0755/2497/products/Photo_Dec_14_2_00_59_AM.jpg?v=1450134178,1,,false,,,,,,,,,,,,,,,,,lb,,
gunmetal-dangling-earrings,Gunmetal dangling earrings,"<meta charset=""utf-8""><span>Gunmetal dangling earrings</span>",MONA ASSEMI ,"",earings,true,Title,Default Title,,,,,"",0.0,,1,deny,manual,398.00,,true,true,"",https://cdn.shopify.com/s/files/1/0755/2497/products/Photo_Dec_14_1_57_38_AM.jpg?v=1450227872,1,,false,,,,,,,,,,,,,,,,,lb,,
gunmetal-ribbon-earrings-with-blue-swarovski-crystal-detail,Gunmetal ribbon earrings with blue swarovski crystal detail,"<meta charset=""utf-8""><span>Gunmetal ribbon earrings with blue swarovski crystal detail</span>",MONA ASSEMI ,"","",true,Title,Default Title,,,,,"",0.0,,1,deny,manual,425.00,,true,true,"",https://cdn.shopify.com/s/files/1/0755/2497/products/Photo_Dec_14_1_56_52_AM.jpg?v=1450133681,1,,false,,,,,,,,,,,,,,,,,lb,,
14-kt-plated-gold-ribbon-earrings-with-swarovski-crystal,14 kt plated gold ribbon earrings with swarovski crystal,14 kt plated gold ribbon earrings with swarovski crystal,MONA ASSEMI ,"",earings,true,Title,Default Title,,,,,"",0.0,,1,deny,manual,488.00,,true,true,"",https://cdn.shopify.com/s/files/1/0755/2497/products/Photo_Dec_14_1_56_49_AM.jpg?v=1450132795,1,,false,,,,,,,,,,,,,,,,,lb,,
gold-spike-earrings,Gold spike earrings,"<meta charset=""utf-8""><span>Gold spike earrings</span>",MONA ASSEMI ,"",earings,true,Title,Default Title,,,,,"",0.0,,1,deny,manual,248.00,,true,true,"",https://cdn.shopify.com/s/files/1/0755/2497/products/Photo_Dec_14_1_56_37_AM.jpg?v=1450132700,1,,false,,,,,,,,,,,,,,,,,lb,,
14-kt-plated-earrings-with-tear-drop-shaped-violet-swarovski,14 kt plated earrings with tear drop shaped violet swarovski,"<meta charset=""utf-8""><span>14 kt plated earrings with tear drop shaped violet swarovski</span>",MONA ASSEMI ,"",earings,true,Title,Default Title,,,,,"",0.0,,1,deny,manual,310.00,,true,true,"",https://cdn.shopify.com/s/files/1/0755/2497/products/Photo_Dec_14_1_56_17_AM.jpg?v=1450132603,1,,false,,,,,,,,,,,,,,,,,lb,,
14-kt-plated-earrings-with-clear-colored-swarovski-crystal,14 kt plated earrings with clear colored swarovski crystal,"<meta charset=""utf-8""><span>14 kt plated earrings with clear colored swarovski crystal</span>",MONA ASSEMI ,"",earings,true,Title,Default Title,,,,,"",0.0,,1,deny,manual,398.00,,true,true,"",https://cdn.shopify.com/s/files/1/0755/2497/products/Photo_Dec_14_1_56_06_AM.jpg?v=1450132560,1,,false,,,,,,,,,,,,,,,,,lb,,
14-kt-gold-fold-over-earrings-with-clear-tear-drop-swarovski-crystal,14 kt gold fold over earrings with clear tear drop swarovski crystal,"<meta charset=""utf-8""><span>14 kt gold fold over earrings with clear tear drop swarovski crystal</span>",MONA ASSEMI ,"",earings,true,Title,Default Title,,,,,"",0.0,,1,deny,manual,410.00,,true,true,"",https://cdn.shopify.com/s/files/1/0755/2497/products/Photo_Dec_14_1_56_00_AM.jpg?v=1450132498,1,,false,,,,,,,,,,,,,,,,,lb,,
rose-gold-statement-earrings-with-swarovski-crystal,Rose gold statement earrings with swarovski crystal,"<meta charset=""utf-8""><span>Rose gold statement earrings with swarovski crystal</span>",MONA ASSEMI ,"",earings,true,Title,Default Title,,,,,"",0.0,,1,deny,manual,398.00,,true,true,"",https://cdn.shopify.com/s/files/1/0755/2497/products/Photo_Dec_14_1_55_21_AM.jpg?v=1450132081,1,,false,,,,,,,,,,,,,,,,,lb,,
14-kt-plated-gold-interlocked-earrings,14 kt plated gold interlocked earrings,"<meta charset=""utf-8""><span>14 kt plated gold interlocked earrings</span>",MONA ASSEMI ,"",earings,true,Title,Default Title,,,,,"",0.0,,1,deny,manual,398.00,,true,true,"",https://cdn.shopify.com/s/files/1/0755/2497/products/Photo_Dec_14_1_55_15_AM.jpg?v=1450131989,1,,false,,,,,,,,,,,,,,,,,lb,,
silver-earrings-with-points,Silver earrings with points,"<meta charset=""utf-8""><span>Silver earrings with points</span>",MONA ASSEMI ,"",earings,true,Title,Default Title,,,,,"",0.0,,1,deny,manual,398.00,,true,true,"",https://cdn.shopify.com/s/files/1/0755/2497/products/Photo_Dec_14_1_55_06_AM.jpg?v=1450131937,1,,false,,,,,,,,,,,,,,,,,lb,,
14-kt-plated-statement-earrings-with-imprinted-detail-and-amber-colored-swarovski-crystal-detail,14 kt plated statement earrings with imprinted detail and amber colored swarovski crystal,"<meta charset=""utf-8""><span>14 kt plated statement earrings with imprinted detail and amber colored swarovski crystal </span>",MONA ASSEMI ,"",earings,true,Title,Default Title,,,,,"",0.0,,1,deny,manual,485.00,,true,true,"",https://cdn.shopify.com/s/files/1/0755/2497/products/Photo_Dec_14_1_54_27_AM.jpg?v=1450130803,1,,false,,,,,,,,,,,,,,,,,lb,,
14-kt-plated-statement-necklace,14 kt plated statement necklace,"<meta charset=""utf-8""><span>14 kt plated statement necklace</span>",MONA ASSEMI ,"",necklace,true,Title,Default Title,,,,,"",0.0,,1,deny,manual,445.00,,true,true,"",https://cdn.shopify.com/s/files/1/0755/2497/products/Photo_Dec_14_1_54_14_AM_grande_60d60a26-69aa-4216-8497-816f6ad87cf8.jpg?v=1450251355,1,,false,,,,,,,,,,,,,,,,,lb,,
14-kt-plated-fringe-necklace,14 kt plated fringe necklace,"<meta charset=""utf-8""><span>14 kt plated fringe necklace</span>",MONA ASSEMI ,"",odette,true,Title,Default Title,,,,,"",0.0,,1,deny,manual,598.00,,true,true,"",https://cdn.shopify.com/s/files/1/0755/2497/products/Photo_Dec_14_1_54_07_AM.jpg?v=1450130215,1,,false,,,,,,,,,,,,,,,,,lb,,
gunmetal-fringe-necklace,Gunmetal fringe necklace,"<meta charset=""utf-8""><span>Gunmetal fringe necklace</span>",MONA ASSEMI ,"",necklace,true,Title,Default Title,,,,,"",0.0,,1,deny,manual,598.00,,true,true,"",https://cdn.shopify.com/s/files/1/0755/2497/products/Photo_Dec_14_1_54_03_AM.jpg?v=1450130039,1,,false,,,,,,,,,,,,,,,,,lb,,
14-kt-plated-gold-overlapping-squares-necklace,14 kt plated gold overlapping squares necklace,"<meta charset=""utf-8""><span>14 kt plated gold overlapping squares necklace</span>",MONA ASSEMI ,"",necklace,true,Title,Default Title,,,,,"",0.0,,1,deny,manual,625.00,,true,true,"",https://cdn.shopify.com/s/files/1/0755/2497/products/Photo_Dec_14_1_53_59_AM.jpg?v=1450129994,1,,false,,,,,,,,,,,,,,,,,lb,,
14-kt-plated-gold-necklace-with-an-array-of-different-color-swarovski-crystals-and-shapes,14 kt plated gold necklace with an array of different color swarovski crystals and shapes,"<meta charset=""utf-8""><span>14 kt plated gold necklace with an array of different color swarovski crystals and shapes</span>",MONA ASSEMI ,"",necklace,true,Title,Default Title,,,,,"",0.0,,1,deny,manual,625.00,,true,true,"",https://cdn.shopify.com/s/files/1/0755/2497/products/Photo_Dec_14_1_53_46_AM.jpg?v=1450129711,1,,false,,,,,,,,,,,,,,,,,lb,,
14-kt-plated-gold-necklace-with-round-blue-swarovski-crystal,14 kt plated gold necklace with round blue swarovski crystal,"<meta charset=""utf-8""><span>14 kt plated gold necklace with round blue swarovski crystal</span>",MONA ASSEMI ,"",necklace,true,Title,Default Title,,,,,"",0.0,,1,deny,manual,488.00,,true,true,"",https://cdn.shopify.com/s/files/1/0755/2497/products/Photo_Dec_14_1_53_36_AM.jpg?v=1450129668,1,,false,,,,,,,,,,,,,,,,,lb,,
rose-gold-layering-necklace,Rose gold layering necklace,"<meta charset=""utf-8""><span>Rose gold layering necklace </span>",MONA ASSEMI ,"",necklace,true,Title,Default Title,,,,,"",0.0,,1,deny,manual,550.00,,true,true,"",https://cdn.shopify.com/s/files/1/0755/2497/products/Photo_Dec_14_1_53_30_AM_grande_c1decdbc-313a-44de-94bc-791d6f297d98.jpg?v=1450251320,1,,false,,,,,,,,,,,,,,,,,lb,,
14-kt-plated-gold-neckalce-with-tear-drop-swarovski-crystals-pointing-in-all-different-directions,14 kt plated gold necklace with tear drop swarovski crystals pointing in all different directions,"<meta charset=""utf-8""><span>14 kt plated gold necklace with tear drop swarovski crystals pointing in all different directions</span>",MONA ASSEMI ,"",necklace,true,Title,Default Title,,,,,"",0.0,,1,deny,manual,698.00,,true,true,"",https://cdn.shopify.com/s/files/1/0755/2497/products/Photo_Dec_14_1_53_26_AM.jpg?v=1450129435,1,,false,,,,,,,,,,,,,,,,,lb,,
14-kt-plated-hollow-collar-necklace,14 kt plated hollow collar necklace,"<meta charset=""utf-8""><span>14 kt plated hollow collar necklace</span>",MONA ASSEMI ,"",necklace,true,Title,Default Title,,,,,"",0.0,,1,deny,manual,425.00,,true,true,"",https://cdn.shopify.com/s/files/1/0755/2497/products/Photo_Dec_14_1_53_00_AM.jpg?v=1450129054,1,,false,,,,,,,,,,,,,,,,,lb,,
14-kt-plated-coil-collar-necklace,14 kt plated  coil collar necklace,"<meta charset=""utf-8""><span>14 kt plated  coil collar necklace</span>",MONA ASSEMI ,"",necklace,true,Title,Default Title,,,,,"",0.0,,1,deny,manual,398.00,,true,true,"",https://cdn.shopify.com/s/files/1/0755/2497/products/Photo_Dec_14_1_47_58_AM.jpg?v=1450128731,1,,false,,,,,,,,,,,,,,,,,lb,,
14-kt-plated-collar-necklace,14 kt plated collar necklace,"<meta charset=""utf-8""><span>14 kt plated collar necklace</span>",MONA ASSEMI ,"",necklace,true,Title,Default Title,,,,,"",0.0,,0,deny,manual,398.00,,true,true,"",https://cdn.shopify.com/s/files/1/0755/2497/products/Photo_Dec_14_1_47_43_AM.jpg?v=1450128599,1,,false,,,,,,,,,,,,,,,,,lb,,
14-kt-plated-gold-collar-necklace,14 kt plated gold collar necklace,"<meta charset=""utf-8""><span>14 kt plated gold collar necklace </span>",MONA ASSEMI ,"",necklace,true,Title,Default Title,,,,,"",0.0,,0,deny,manual,348.00,,true,true,"",https://cdn.shopify.com/s/files/1/0755/2497/products/Photo_Dec_14_1_47_29_AM.jpg?v=1450128444,1,,false,,,,,,,,,,,,,,,,,lb,,
